ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid
IDCW78R,23/1/2017 10:28,8700173,898400,96973,85661351,b,Firefox,Mobile
IDNORmM,22/1/2017 16:10,9132070,322698,89522,30860214,e,Firefox,Mobile
IDu5xaH,22/1/2017 23:37,9259863,722535,17714,26391770,f,Mozilla,Desktop
IDJdzXA,22/1/2017 9:47,8934547,9423,33287,81758577,b,Google Chrome,Mobile
IDsUykk,21/1/2017 16:34,5682408,290257,80554,57977218,b,InternetExplorer,Desktop
ID87RRq,22/1/2017 9:10,9952411,293084,45620,54630329,f,Edge,Tablet
IDJiCZh,22/1/2017 11:13,908633,5203,9764,58163546,b,Edge,Tablet
IDA2Hsc,21/1/2017 14:40,469828,454756,87732,15961717,b,Edge,Tablet
IDnbYJT,21/1/2017 10:13,6048851,892335,40339,43526789,a,Edge,Tablet
IDA3In5,22/1/2017 6:14,6584715,701536,96184,57500672,e,Firefox,Mobile
ID7suQG,22/1/2017 3:26,3696590,400394,48797,54794527,b,Mozilla Firefox,Desktop
IDjKKcR,21/1/2017 8:15,1792163,668566,97103,76811147,b,Firefox,Mobile
IDYXW0M,23/1/2017 7:54,7433207,621826,36768,555603,b,Edge,Tablet
IDzbJKr,23/1/2017 23:26,2667087,242089,904,33247409,f,Mozilla Firefox,Desktop
ID54Zg8,23/1/2017 18:53,803101,160161,41640,83172146,c,Mozilla,Desktop
ID3rMIL,22/1/2017 11:24,4501247,430907,21380,80720921,a,,Mobile
IDLw1Hs,22/1/2017 11:42,5705733,563604,82877,38492160,b,Edge,Tablet
IDu19cg,21/1/2017 9:43,6078544,270125,96313,79906734,f,Edge,Tablet
ID32D4Z,23/1/2017 20:02,3804980,844148,904,94350426,b,Mozilla,Desktop
IDdwOKK,21/1/2017 14:52,9104083,78905,95113,92640312,f,Firefox,Mobile
IDVcZBh,23/1/2017 22:19,2084004,530166,83091,78365183,c,InternetExplorer,Desktop
IDTRfLC,21/1/2017 10:32,9318629,825396,56811,26391770,b,Firefox,Mobile
IDK4Fuk,21/1/2017 15:27,4065604,608714,23576,16150900,f,Firefox,Mobile
ID6qyF7,22/1/2017 16:19,6951266,493262,76239,99595716,b,Internet Explorer,Tablet
IDBIYcd,23/1/2017 9:59,1185066,926064,84144,33247409,b,Internet Explorer,Tablet
IDCtGBp,22/1/2017 16:28,3281484,159575,6747,3151081,e,Firefox,Mobile
IDj6Of4,21/1/2017 7:57,5826911,681680,36768,78406516,e,Firefox,Mobile
IDSigos,22/1/2017 15:38,3689933,552047,73248,30860214,f,Firefox,Mobile
IDJarWZ,21/1/2017 16:31,9723740,195748,64452,92640312,a,Chrome,Desktop
IDKd3UC,21/1/2017 14:58,3804522,5026,82396,7122654,b,Edge,Tablet
IDCALNW,21/1/2017 16:43,8917791,654582,36768,27723861,a,Edge,Tablet
IDNKRzY,23/1/2017 21:30,5165523,844148,904,94350426,b,Edge,Tablet
IDn4Xjk,22/1/2017 13:19,9374029,280203,84987,15961717,b,InternetExplorer,Desktop
IDedz9J,22/1/2017 14:39,9775979,730786,80554,26391770,b,Edge,Tablet
ID7VytD,21/1/2017 12:34,1075535,388746,21380,61926944,b,Edge,Tablet
ID5neL6,22/1/2017 12:03,3690068,500654,97103,82365062,a,Edge,Tablet
IDUw5tK,23/1/2017 23:11,9646981,820277,904,74868704,c,InternetExplorer,Desktop
IDHm4PI,21/1/2017 13:10,9747142,663719,42227,70821774,b,Internet Explorer,Tablet
IDFLPTJ,21/1/2017 12:42,7121388,516491,70409,47941469,e,Edge,Tablet
IDsq8eR,21/1/2017 8:25,3298470,787194,11837,18243870,e,Mozilla Firefox,Desktop
ID5FIuf,21/1/2017 12:55,6782783,932685,56811,23703974,b,Mozilla,Desktop
IDsO0pq,22/1/2017 15:39,8160337,379471,6906,99510044,b,Firefox,Mobile
IDY0JNu,21/1/2017 13:29,668702,965946,53956,90093962,a,Mozilla Firefox,Desktop
IDqTn9x,21/1/2017 16:01,1645208,269119,1678,53586255,a,Edge,Tablet
IDHBnWg,22/1/2017 8:16,2609938,515120,6906,99510044,a,,Tablet
IDnve4I,22/1/2017 9:17,5529155,169537,47327,92640312,c,Edge,Tablet
IDNzEyY,23/1/2017 2:19,1945581,229528,989,51545768,c,Firefox,Mobile
IDyurzk,21/1/2017 14:45,3339178,389697,6906,99510044,e,,Desktop
IDu3qSz,23/1/2017 17:17,6356352,1770,41640,58604466,d,InternetExplorer,Desktop
ID5cqoK,21/1/2017 13:32,9309289,805841,97863,36994522,e,Firefox,Mobile
IDZDAnG,22/1/2017 10:01,3276749,155955,43897,58542454,f,Firefox,Mobile
ID1ppQi,22/1/2017 11:23,1363858,116581,73248,61940782,d,Edge,Tablet
IDSRFjL,21/1/2017 14:27,57631,931802,97863,62665948,a,Google Chrome,Mobile
IDJob2A,21/1/2017 11:41,972252,610504,30580,67147700,b,Firefox,Mobile
IDj2cpL,21/1/2017 3:54,8031612,688628,73248,61940782,a,Google Chrome,Mobile
IDUr2wH,22/1/2017 10:22,1363858,81101,73248,83960204,f,Mozilla,Desktop
IDLoSsU,21/1/2017 4:44,5986879,498161,42227,1189152,a,Edge,Tablet
IDyojsO,23/1/2017 15:21,4113952,106007,17714,57977218,a,Edge,Tablet
ID4EDms,23/1/2017 10:21,3423096,108913,35368,74868704,d,Edge,Tablet
IDL4ykg,21/1/2017 16:45,7483326,276367,9764,58163546,d,Edge,Tablet
IDwRuDL,21/1/2017 10:55,3863535,897391,48498,30860214,a,InternetExplorer,Desktop
IDmL1XE,22/1/2017 10:32,2409006,637821,82396,15961717,b,Mozilla Firefox,Desktop
IDW7mFq,21/1/2017 11:48,1883698,273276,14345,555603,a,Firefox,Mobile
IDL0j1X,21/1/2017 10:50,9732114,14287,12211,58163546,a,Edge,Tablet
IDHn3Wi,21/1/2017 10:24,4109700,64649,48498,555603,b,Edge,Tablet
IDayGQK,23/1/2017 8:50,9590830,648433,10345,33683592,f,Firefox,Mobile
IDEycyx,23/1/2017 21:03,6945625,864059,41640,48626108,b,Edge,Tablet
IDzzQS6,23/1/2017 18:37,1125958,459561,48430,39772159,e,Edge,Tablet
ID1sPkh,21/1/2017 12:03,6563054,28364,93286,87807327,f,Edge,Tablet
IDA7pBD,22/1/2017 11:55,1743836,900795,72160,58604466,a,Firefox,Mobile
IDFJPEQ,23/1/2017 19:25,7207952,459561,48430,39772159,d,InternetExplorer,Desktop
IDVEx8w,21/1/2017 16:01,9289732,288953,26966,87807327,b,Firefox,Mobile
IDbg1fz,22/1/2017 11:10,9235906,708470,98552,17990842,b,Edge,Tablet
ID1ASjR,22/1/2017 10:10,8039175,845397,89522,76532649,f,Edge,Tablet
IDv3DXl,21/1/2017 12:43,3935871,156225,30580,87470165,a,Edge,Tablet
IDuaGeJ,21/1/2017 13:40,9904954,724460,33949,48644561,d,InternetExplorer,Desktop
IDx9yLu,21/1/2017 12:45,3968766,654059,45620,31388981,a,Mozilla,Desktop
IDhNkVj,21/1/2017 10:36,7161673,100382,96313,31261303,e,InternetExplorer,Desktop
IDbV9aZ,23/1/2017 10:20,64463,947857,3643,555603,f,Firefox,Mobile
ID38uy8,21/1/2017 14:22,9722513,939537,80554,7122654,f,Mozilla Firefox,Desktop
IDv1Dcy,23/1/2017 16:54,2821665,431184,904,74868704,d,Google Chrome,Mobile
ID3Qmhz,22/1/2017 8:14,6698155,103482,48430,39772159,a,Firefox,Mobile
ID3tmoz,22/1/2017 16:49,9786120,618247,6906,99510044,a,Chrome,Desktop
IDmCv2v,21/1/2017 15:56,3092507,117994,904,74868704,f,Firefox,Mobile
IDIhWpu,22/1/2017 7:03,1174895,643135,46450,54630329,a,Firefox,Mobile
IDll3Tr,22/1/2017 17:17,4068173,837833,6906,99510044,b,InternetExplorer,Desktop
ID7Wftp,22/1/2017 11:02,488713,183667,41706,4000296,b,Firefox,Mobile
IDHIi4C,21/1/2017 10:15,4808706,997830,96184,93157824,b,Mozilla Firefox,Desktop
IDmnpvV,21/1/2017 11:44,4133339,455063,54125,40325509,d,Edge,Tablet
IDWzjTB,21/1/2017 8:48,9172450,170548,17714,27723861,b,Edge,Tablet
ID7FEIT,21/1/2017 18:22,1448639,396948,904,26391770,c,Mozilla,Desktop
IDRWtHn,23/1/2017 23:41,3664726,459561,48430,39772159,c,Mozilla,Desktop
IDwCEpm,23/1/2017 17:02,5712491,557170,73362,67274540,b,Edge,Tablet
IDV8bTy,23/1/2017 10:26,988286,40686,12211,11108754,e,Mozilla,Desktop
ID3xaVQ,23/1/2017 9:39,9944573,410596,93286,87807327,c,Firefox,Mobile
IDzrmqg,21/1/2017 11:02,8755077,89943,41640,40325509,c,Edge,Tablet
IDZjzLD,21/1/2017 15:50,5853876,920616,42227,70821774,a,Opera,Mobile
IDmNoHa,23/1/2017 16:37,9741200,160161,41640,83172146,a,Edge,Tablet
IDiOCIY,23/1/2017 22:27,9874408,641127,41640,37135965,b,Firefox,Mobile
IDebFav,21/1/2017 16:37,5946463,407064,34670,18243870,c,Edge,Tablet
ID32lVc,22/1/2017 14:42,2343796,355299,96313,555603,b,IE,Mobile
IDKwxdb,22/1/2017 8:26,679583,270538,6906,99510044,e,Google Chrome,Mobile
IDH0sJy,22/1/2017 16:41,7397616,502278,23576,17990842,b,IE,Mobile
IDUW9Re,21/1/2017 16:40,1657061,834168,96973,85661351,b,Edge,Tablet
ID6yyoS,22/1/2017 16:57,886012,838173,97863,56008048,e,Chrome,Desktop
IDnim5y,22/1/2017 12:40,4694014,804168,41706,16943535,a,Safari,Tablet
IDIS7n1,23/1/2017 21:42,7874900,431184,904,74868704,e,InternetExplorer,Desktop
IDYAbXt,21/1/2017 15:40,9084941,368962,15912,7864011,b,Mozilla Firefox,Desktop
IDv2kLR,22/1/2017 7:38,8734356,7772,48498,63767331,b,Firefox,Mobile
IDljGh6,21/1/2017 16:28,2599305,79264,1678,44147978,a,Edge,Tablet
ID5PGfo,22/1/2017 13:46,3532522,273778,41706,4000296,c,Mozilla Firefox,Desktop
IDLP1VM,23/1/2017 7:40,6484054,365301,56811,58604466,f,Firefox,Mobile
IDWReqy,23/1/2017 20:57,7483609,459561,48430,39772159,b,Google Chrome,Mobile
IDq8AYT,21/1/2017 12:09,2365145,577410,26962,77896159,b,Mozilla Firefox,Desktop
IDabS39,21/1/2017 11:12,9385673,179726,96184,93157824,f,Firefox,Mobile
IDBsPX0,21/1/2017 15:44,1834278,479885,9764,13742268,a,Firefox,Mobile
IDYgwm6,21/1/2017 9:16,802917,564331,26962,77896159,f,Mozilla Firefox,Desktop
IDQm1VX,23/1/2017 17:17,8236577,844148,904,94350426,b,Firefox,Mobile
IDOSMDR,21/1/2017 12:00,274395,385515,43897,6171136,e,Firefox,Mobile
IDAEORN,22/1/2017 14:02,2399792,419738,40339,37135965,b,Mozilla Firefox,Desktop
IDsZiez,21/1/2017 18:24,8863961,615082,80554,40325509,c,Google Chrome,Mobile
IDZDO73,23/1/2017 22:58,7277541,39940,41640,27723861,a,Mozilla Firefox,Desktop
IDaIXL5,23/1/2017 22:00,2817385,342843,41640,43526789,b,Edge,Tablet
IDwwOMX,21/1/2017 12:17,6290695,818597,1678,50518283,f,Edge,Tablet
IDldrzt,21/1/2017 7:28,8411858,746770,33033,87807327,b,Firefox,Mobile
IDjetWK,23/1/2017 15:41,4974797,242089,904,33247409,f,Mozilla,Desktop
IDjodJW,21/1/2017 15:37,3310241,822709,82877,33505809,d,,Desktop
IDJieX3,22/1/2017 9:02,3611857,392265,14960,91808273,b,Firefox,Mobile
IDOszjX,21/1/2017 9:42,8630804,315391,74263,27723861,f,Chrome,Desktop
IDFqEE5,21/1/2017 16:04,2506950,798854,42227,43770446,b,,Desktop
IDp0lyj,22/1/2017 14:48,2808978,944081,54343,3402198,e,Firefox,Mobile
IDMvkMn,23/1/2017 13:22,7451606,519187,35549,27723861,c,InternetExplorer,Desktop
IDvlsh2,22/1/2017 9:02,1374985,550041,40339,37135965,b,Mozilla,Desktop
IDEoX8g,21/1/2017 8:07,8732519,995792,89522,27578501,b,Edge,Tablet
IDaFBW3,21/1/2017 15:05,6958173,979988,41706,4000296,b,Firefox,Mobile
ID2CUH7,22/1/2017 9:40,9935001,991753,42227,71040875,b,,Mobile
IDdEGIC,23/1/2017 23:46,7794526,39940,41640,27723861,b,Firefox,Mobile
IDLUlpx,21/1/2017 8:48,9606268,340216,30580,65017662,d,Mozilla Firefox,Desktop
IDXtRXZ,21/1/2017 13:35,9368047,829873,93188,15961717,b,Edge,Tablet
IDojqh3,21/1/2017 13:42,2875079,354087,92902,79906734,b,Mozilla,Desktop
IDUiBSr,21/1/2017 15:25,4243072,671385,62949,31463671,b,Edge,Tablet
IDCrk10,23/1/2017 14:15,5554495,701107,23576,51854755,b,InternetExplorer,Desktop
IDvqQ8x,22/1/2017 12:38,2962045,951583,42227,43770446,b,Edge,Tablet
IDMLmFJ,22/1/2017 8:45,7636562,307348,904,40325509,b,IE,Mobile
IDJYH32,21/1/2017 10:15,5892739,556669,95113,65017662,f,Edge,Tablet
IDiOZTD,22/1/2017 8:04,5604912,467513,25491,76797301,f,Edge,Tablet
IDRxllW,22/1/2017 15:56,3936876,878125,6906,71165566,b,Firefox,Mobile
IDunCpF,22/1/2017 8:59,885393,553152,80524,38512091,c,Firefox,Mobile
ID06qeX,22/1/2017 16:53,677776,725079,6906,99510044,b,,Tablet
IDCEC5s,22/1/2017 14:15,886384,759408,14960,79906734,a,Edge,Tablet
IDI30qD,21/1/2017 9:58,3389710,268501,20665,40325509,f,Mozilla Firefox,Desktop
IDvcKh9,23/1/2017 18:07,2214617,39940,41640,27723861,b,Mozilla,Desktop
IDa2N7x,23/1/2017 22:05,39298,242089,904,33247409,f,InternetExplorer,Desktop
IDMbEHD,22/1/2017 10:16,2573390,293047,48498,81968512,c,Firefox,Mobile
ID2QWZB,21/1/2017 15:44,5098801,845397,89522,76532649,b,,Tablet
IDoV52c,23/1/2017 23:38,6327247,242089,904,33247409,b,Internet Explorer,Tablet
IDo8stS,21/1/2017 12:36,2817379,504743,40339,90276693,c,Google Chrome,Mobile
IDqoVyx,21/1/2017 17:21,3696590,189388,66786,2835657,d,Firefox,Mobile
IDRB2Gv,21/1/2017 16:59,4489974,465987,95113,92640312,c,Mozilla,Desktop
IDyINWb,23/1/2017 19:16,5606477,136304,41640,43526789,b,Mozilla Firefox,Desktop
IDaEFF1,21/1/2017 15:56,6023125,742891,33638,79906734,e,Edge,Tablet
IDbXcAa,21/1/2017 9:53,9562627,512998,5602,58604466,b,Firefox,Mobile
ID6LHXf,21/1/2017 12:42,846230,474886,97863,36994522,c,Edge,Tablet
IDfm26Z,21/1/2017 13:36,4625637,752293,97103,79906734,a,InternetExplorer,Desktop
IDF9GVm,22/1/2017 16:08,9066342,754667,82877,38492160,e,Google Chrome,Mobile
IDBWCOJ,23/1/2017 17:43,6558551,39940,41640,27723861,f,Firefox,Mobile
IDp4Yi9,23/1/2017 17:27,2821665,228375,48430,39772159,b,Google Chrome,Mobile
ID6ZG14,23/1/2017 10:14,7089309,621279,40339,50706198,b,Edge,Tablet
IDgR3yt,22/1/2017 11:47,1282793,911992,37815,55421240,e,Firefox,Mobile
IDzqEzc,23/1/2017 23:30,4771369,641127,41640,37135965,b,Mozilla,Desktop
IDTDYO0,23/1/2017 9:14,8211447,737883,73248,17488931,b,Firefox,Mobile
IDQEmQY,21/1/2017 15:57,5164158,651004,92704,93157824,f,Edge,Tablet
IDXOyit,23/1/2017 20:29,9342784,844148,904,94350426,b,Firefox,Mobile
IDGZNCq,22/1/2017 15:36,7539529,185506,12052,31388981,a,Firefox,Mobile
IDHB4x2,23/1/2017 17:05,6379764,359388,904,94350426,a,Firefox,Mobile
IDgo2QF,21/1/2017 11:21,1665448,256118,91234,99684291,b,Firefox,Mobile
ID0KoOr,23/1/2017 16:09,7517688,39940,41640,27723861,b,Firefox,Mobile
ID7qVyD,22/1/2017 16:24,2410244,710307,40339,43452411,a,Safari,Tablet
IDuzlqs,23/1/2017 23:31,622471,136304,41640,43526789,b,Firefox,Mobile
ID7RYkd,22/1/2017 16:41,3964279,141133,54125,40325509,a,Firefox,Mobile
IDXb8FI,21/1/2017 13:37,5774790,724562,56811,7122654,d,Firefox,Mobile
IDw1Pi7,21/1/2017 14:22,2383290,821050,62949,30860214,e,Edge,Tablet
IDrMY8a,22/1/2017 11:42,1768602,998954,74263,27723861,a,Opera,Mobile
ID0z6LI,22/1/2017 9:45,2692338,605654,97863,87807327,a,Mozilla,Desktop
ID8wqqt,21/1/2017 11:09,1278379,571674,42227,43770446,a,Mozilla Firefox,Desktop
IDslRoX,22/1/2017 8:21,5484039,930403,6906,99510044,a,Internet Explorer,Tablet
IDGvKuf,21/1/2017 9:36,5799755,726166,40339,43452411,f,Edge,Tablet
IDScoGk,22/1/2017 12:42,4594509,384600,17714,26391770,a,Firefox,Mobile
IDRrrb7,23/1/2017 22:56,4530185,864059,41640,48626108,a,Mozilla Firefox,Desktop
IDX7J4c,21/1/2017 7:56,5826911,386281,48498,77046603,b,Edge,Tablet
IDe0ZYH,21/1/2017 10:26,6085463,747902,92902,79906734,a,Firefox,Mobile
IDYxsNZ,21/1/2017 10:39,8067155,68140,6906,99510044,a,Opera,Mobile
IDdePEG,22/1/2017 11:53,985165,366713,93286,17488931,a,Edge,Tablet
ID4mDOS,21/1/2017 11:28,3696590,474127,27113,61940782,b,Firefox,Mobile
ID1AXUE,21/1/2017 11:39,7719618,162855,25015,72749645,c,Firefox,Mobile
IDfSUB7,23/1/2017 23:33,106854,160161,41640,83172146,b,Edge,Tablet
IDAfyGx,21/1/2017 15:53,8732519,522930,12052,31388981,b,Edge,Tablet
IDysNSo,22/1/2017 10:55,2681937,914762,33638,62834288,f,Mozilla,Desktop
IDTVyo2,22/1/2017 14:51,7714672,499685,1678,89408393,b,Edge,Tablet
IDL6qDM,23/1/2017 4:32,7264122,608058,73248,7864011,b,Mozilla Firefox,Desktop
IDJYorr,21/1/2017 6:28,3696590,362153,78021,54794527,b,Mozilla,Desktop
ID4QRCj,22/1/2017 14:15,3665704,279515,40339,1189152,b,,Tablet
IDqZtBF,21/1/2017 13:37,9253128,40878,42227,18243870,c,Edge,Tablet
IDYcof4,21/1/2017 9:43,9688010,298498,82877,21873352,d,Edge,Tablet
IDvLO9C,22/1/2017 6:16,4254843,369601,65251,57977218,e,Edge,Tablet
IDfTDxM,22/1/2017 12:44,3398385,68509,1678,40325509,b,Edge,Tablet
IDzXJwK,22/1/2017 16:25,7737730,726205,26962,40325509,b,Edge,Tablet
IDusbwq,21/1/2017 16:57,8967186,876871,40339,43452411,f,Edge,Tablet
IDfVDtn,23/1/2017 6:17,8794107,797225,33638,79906734,d,Edge,Tablet
IDBDqGk,21/1/2017 12:45,8488040,954645,70409,47941469,a,Google Chrome,Mobile
IDHwYQ4,21/1/2017 15:29,2273031,18352,904,26391770,c,Edge,Tablet
IDmAUOi,22/1/2017 15:53,9132070,113524,73248,43770446,b,Firefox,Mobile
IDLYGND,23/1/2017 9:35,6435839,301045,17714,26391770,b,Chrome,Desktop
IDBM581,22/1/2017 17:17,4068173,726661,6906,99510044,b,Firefox,Mobile
ID3xhYD,22/1/2017 12:01,6879474,128939,95113,65017662,b,Edge,Tablet
IDOyvKh,21/1/2017 10:42,404980,207198,25491,15961717,a,Chrome,Desktop
IDGP87A,22/1/2017 14:18,2611684,875765,73248,63767331,a,Mozilla,Desktop
IDoI61D,22/1/2017 12:39,1363858,538191,8675,43770446,e,Mozilla,Desktop
ID68TOk,23/1/2017 5:40,1774569,734994,97863,61392274,e,Firefox,Mobile
IDuMDI2,23/1/2017 21:45,4868532,160161,41640,83172146,b,Edge,Tablet
IDpm4QV,23/1/2017 18:58,7550026,160161,41640,83172146,e,,Mobile
IDsEb9o,23/1/2017 19:45,7794526,342843,41640,43526789,a,Safari,Tablet
IDJRDpA,22/1/2017 10:23,3793483,580689,97807,40325509,b,Edge,Tablet
IDA60fS,22/1/2017 14:10,4615666,659429,82877,38492160,e,Firefox,Mobile
IDYFvPS,21/1/2017 14:18,7860250,815557,15912,43526789,d,Google Chrome,Mobile
IDMwO0I,21/1/2017 14:14,5926488,51962,10345,33683592,d,Firefox,Mobile
IDz7mUJ,22/1/2017 16:42,3996442,574618,84742,26391770,a,Edge,Tablet
ID4eeUi,22/1/2017 10:59,309467,350600,12211,30860214,e,,Tablet
IDvYdSt,23/1/2017 21:55,4669704,160161,41640,83172146,a,Google Chrome,Mobile
IDe3xeD,21/1/2017 11:49,1807062,314759,87732,40325509,e,,Tablet
IDw9I1z,21/1/2017 9:04,2554900,182915,17714,83175152,f,Firefox,Mobile
IDlBroY,23/1/2017 22:27,5757311,864059,41640,48626108,e,Edge,Tablet
IDILA4P,22/1/2017 10:39,7965429,696489,6906,99510044,b,Firefox,Mobile
IDUJPxU,21/1/2017 7:05,9969748,805959,82396,15961717,b,Mozilla,Desktop
IDfy8A9,21/1/2017 14:04,955340,168273,48498,55358028,b,Firefox,Mobile
IDuSKBv,22/1/2017 10:59,8774142,527814,9764,13742268,c,Edge,Tablet
IDYmCM6,23/1/2017 9:25,6306267,34799,80554,57977218,a,Google Chrome,Mobile
IDPuDo2,21/1/2017 14:02,2265132,816623,5602,43328787,a,Edge,Tablet
IDdIaWB,21/1/2017 16:57,9640012,203228,42227,83172146,f,Edge,Tablet
IDxJWF2,21/1/2017 11:42,1135927,340569,40339,71040875,b,Firefox,Mobile
IDZW42K,21/1/2017 10:26,6959855,185608,30580,67147700,a,Mozilla Firefox,Desktop
IDTIXjH,21/1/2017 14:20,7894686,638551,30580,67147700,b,Edge,Tablet
IDnKafg,21/1/2017 11:34,5979025,487726,45620,31388981,b,Mozilla,Desktop
IDUAES0,22/1/2017 8:40,679583,810640,6906,99510044,c,Edge,Tablet
ID0DlJz,23/1/2017 22:14,4526376,160161,41640,83172146,e,Firefox,Mobile
IDAM8oW,23/1/2017 18:56,6451934,160161,41640,83172146,b,Edge,Tablet
IDyNmmf,23/1/2017 23:04,3473574,1770,41640,58604466,b,Firefox,Mobile
IDljpvE,22/1/2017 2:54,3696590,98091,55541,26391770,b,IE,Mobile
ID1DVh0,21/1/2017 12:21,4930388,688775,92704,95441506,a,Mozilla,Desktop
IDAlVsj,22/1/2017 10:29,5259924,786114,92704,74868704,b,Mozilla Firefox,Desktop
IDHcJ9j,21/1/2017 13:52,6951266,808094,97103,13742268,a,,Mobile
IDTtFfM,22/1/2017 10:26,5289524,553264,33638,79906734,e,Firefox,Mobile
IDKxnn4,23/1/2017 21:49,4295360,459561,48430,39772159,f,Firefox,Mobile
IDKUghD,21/1/2017 12:11,5837385,956629,13412,77318092,a,Edge,Tablet
IDCYYGX,22/1/2017 16:01,1349201,918969,15124,72749645,a,Edge,Tablet
IDxOmta,23/1/2017 23:44,7669020,242089,904,33247409,d,Edge,Tablet
IDATgol,22/1/2017 13:44,9604505,368238,80554,61940782,b,Firefox,Mobile
IDrtChm,21/1/2017 16:08,1504590,194165,50088,57977218,a,Edge,Tablet
IDqQakb,23/1/2017 4:38,1566343,534621,82877,33832190,e,Edge,Tablet
IDm2hYP,22/1/2017 8:26,7094515,767405,68847,95302954,a,Edge,Tablet
IDtW6mV,21/1/2017 15:36,6527488,128334,6906,99510044,b,InternetExplorer,Desktop
IDGUeEA,21/1/2017 12:05,7533089,126367,80524,38256486,f,,Mobile
IDuJKSB,22/1/2017 16:31,5835883,546673,6906,71165566,d,Mozilla Firefox,Desktop
IDUgphB,21/1/2017 9:11,6812640,78603,93146,47079934,e,IE,Mobile
IDetVed,23/1/2017 21:33,7025999,864059,41640,48626108,e,Mozilla Firefox,Desktop
IDx3i37,22/1/2017 16:22,7023811,318052,17714,26391770,b,Mozilla Firefox,Desktop
IDaZcvd,21/1/2017 11:25,2154047,551444,41706,4000296,c,InternetExplorer,Desktop
IDJHeB6,23/1/2017 7:49,8329713,869802,95113,65017662,c,Google Chrome,Mobile
IDQat6M,23/1/2017 16:58,9941766,641127,41640,37135965,c,InternetExplorer,Desktop
IDpgFL8,23/1/2017 20:47,2602748,39940,41640,27723861,a,Mozilla Firefox,Desktop
IDLzT6j,23/1/2017 22:10,8312545,160161,41640,83172146,c,Edge,Tablet
IDO5FDl,22/1/2017 8:45,4762702,945990,25491,22419907,e,Firefox,Mobile
IDBOpxI,21/1/2017 9:47,8380316,342614,62416,49384126,d,Edge,Tablet
IDHICAk,22/1/2017 10:03,4861029,555502,41706,4000296,b,Firefox,Mobile
IDuTmgi,22/1/2017 15:51,8236239,226591,80554,40325509,b,Edge,Tablet
IDS9raH,23/1/2017 23:03,4644370,459561,48430,39772159,e,Google Chrome,Mobile
IDAeEws,21/1/2017 12:09,745900,816197,35368,57977218,a,Chrome,Desktop
IDAb9rN,21/1/2017 16:37,8132665,325791,14960,2750514,e,Mozilla Firefox,Desktop
ID4tIrq,21/1/2017 13:00,5336187,257762,15912,44110614,b,InternetExplorer,Desktop
IDykRm5,21/1/2017 14:39,1959996,489998,95113,65017662,b,Mozilla Firefox,Desktop
IDEJ1YL,23/1/2017 23:00,9640571,827900,17714,26391770,c,Google Chrome,Mobile
IDX8cXI,22/1/2017 11:35,4101830,864163,42227,18243870,c,Google Chrome,Mobile
IDlkQ4J,21/1/2017 11:48,7941036,695235,42227,49384126,b,Edge,Tablet
IDWqTdU,23/1/2017 21:55,3210217,342843,41640,43526789,b,Edge,Tablet
IDEDCjk,22/1/2017 8:53,4628503,186220,48498,5716520,a,Firefox,Mobile
IDLjsHg,21/1/2017 15:33,8131908,784328,45620,31388981,d,Firefox,Mobile
IDuHkpB,21/1/2017 18:30,9667659,971361,54916,43526789,e,Mozilla Firefox,Desktop
IDxedUd,22/1/2017 12:53,1708305,596031,96184,93157824,a,Mozilla Firefox,Desktop
IDfG1H9,23/1/2017 7:40,9482895,584827,54343,30349169,d,Edge,Tablet
ID3Rd4l,22/1/2017 12:16,7268210,909855,7126,28452818,f,Chrome,Desktop
IDxfFky,22/1/2017 8:33,4762702,286629,99178,6171136,b,Mozilla Firefox,Desktop
IDnEhI3,23/1/2017 9:17,6429408,84780,82877,38492160,b,,Tablet
ID5CFbn,21/1/2017 11:06,5900581,937247,67817,17687647,b,Edge,Tablet
IDLCp6k,23/1/2017 19:53,112154,242089,904,33247409,d,Edge,Tablet
IDBD6ZF,23/1/2017 15:54,7340695,844148,904,94350426,a,Firefox,Mobile
IDkjDmw,21/1/2017 8:25,1825139,155461,54125,49554217,f,Firefox,Mobile
IDkkSiG,22/1/2017 15:18,3063687,959243,96313,79906734,b,Firefox,Mobile
IDYNsFc,21/1/2017 16:43,1025685,863408,36768,40325509,c,Firefox,Mobile
IDVVFST,21/1/2017 15:48,8867888,887896,6906,99510044,a,Edge,Tablet
IDODjnN,22/1/2017 14:26,2043261,612566,30580,65017662,a,Opera,Mobile
IDPN62P,22/1/2017 10:07,541682,349616,3643,555603,a,Firefox,Mobile
IDpkh8t,21/1/2017 12:06,555936,747836,13412,77318092,b,Chrome,Desktop
ID54mq4,22/1/2017 14:00,7575417,189736,54125,555603,e,Opera,Mobile
IDrd38c,22/1/2017 10:19,6631522,175577,30580,26461535,c,Internet Explorer,Tablet
IDcAPNq,22/1/2017 14:33,3083678,86087,73362,67274540,e,Edge,Tablet
IDkRLBt,22/1/2017 14:42,9126978,95311,12052,31388981,a,Mozilla Firefox,Desktop
IDrOrrz,21/1/2017 14:22,4068173,637338,6906,99510044,c,Firefox,Mobile
IDxyclS,21/1/2017 10:21,8321759,685059,6906,99510044,a,Chrome,Desktop
IDAwkUH,22/1/2017 12:03,7087869,990537,33033,36994522,b,Mozilla,Desktop
IDEqEG7,23/1/2017 21:25,1125958,136304,41640,43526789,b,Edge,Tablet
